date,value_usd
2002-01-01,23917923773.02
2002-02-01,23998814842.94
2002-03-01,24065540859.65
2002-04-01,24069540093.13
2002-05-01,24097778561.45
2002-06-01,24107605867.48
2002-07-01,24093984241.60
2002-08-01,24074567249.33
2002-09-01,24129910579.23
2002-10-01,24013193071.73
2002-11-01,24094232437.69
2002-12-01,23980932582.99
2003-01-01,30890726497.16
2003-02-01,31212210499.90
2003-03-01,30932323811.93
2003-04-01,30888098613.55
2003-05-01,30941454128.43
2003-06-01,30924877526.50
2003-07-01,30828030918.84
2003-08-01,30741484650.25
2003-09-01,30801226277.68
2003-10-01,30636964620.60
2003-11-01,30885335206.91
2003-12-01,30929599214.55
2004-01-01,35903900960.48
2004-02-01,35867073776.13
2004-03-01,35888627346.79
2004-04-01,35666112166.58
2004-05-01,35543862830.66
2004-06-01,35548819951.25
2004-07-01,35683202963.29
2004-08-01,35480863348.39
2004-09-01,35544069354.35
2004-10-01,35431861050.51
2004-11-01,35500691701.05
2004-12-01,35568556579.67
2005-01-01,40135065737.22
2005-02-01,40183339766.55
2005-03-01,40315152370.87
2005-04-01,40275597606.28
2005-05-01,40424040902.60
2005-06-01,40598559166.72
2005-07-01,40874947301.37
2005-08-01,40954043208.67
2005-09-01,41019889164.95
2005-10-01,41003728795.94
2005-11-01,40793525971.39
2005-12-01,40814831609.64
2006-01-01,45581348996.13
2006-02-01,45560812393.01
2006-03-01,45532784034.75
2006-04-01,45505989536.92
2006-05-01,45439118140.91
2006-06-01,45319161573.48
2006-07-01,45232854128.87
2006-08-01,45299884602.71
2006-09-01,45366414671.17
2006-10-01,45355758920.49
2006-11-01,45293174107.49
2006-12-01,45299220123.33
2007-01-01,79443739410.21
2007-02-01,79323874114.55
2007-03-01,79234462833.40
2007-04-01,79118594753.97
2007-05-01,78738226538.40
2007-06-01,78371033242.03
2007-07-01,78429391439.02
2007-08-01,78304215480.49
2007-09-01,78028052432.74
2007-10-01,77954833553.17
2007-11-01,77455543722.41
2007-12-01,77555288007.89
2008-01-01,83876008778.58
2008-02-01,83968134306.05
2008-03-01,84183384911.90
2008-04-01,84139481089.72
2008-05-01,84080027916.39
2008-06-01,83763720136.59
