mode,id,name,date,rs_ratio,rs_momentum,quadrant,prev_quadrant,transition,bars_in_quadrant,heading,heading_sector,velocity,path_len_3,vel_trend,distance,mom_above_3,ratio_above_3,rel_1m,rel_3m,rel_6m
us_gics,gics_l1_10,能源,1995-06-01,78.75336746705929,90.9102056796799,lagging,lagging,lagging,1,,na,,0.0,na,23.109386724349434,0,0,0.0009408950861344856,-0.060357385477059156,-0.010733018561040364
us_gics,gics_l1_10,能源,1995-07-01,76.35816360101286,85.85755960373062,lagging,lagging,lagging->lagging,2,205.3632631225435,SW,5.591621761951488,5.591621761951488,na,27.54895730655709,0,0,-0.03755856573803584,-0.05275166697852485,-0.048856761480421174
us_gics,gics_l1_10,能源,1995-08-01,75.87684392301519,82.33081002642717,lagging,lagging,lagging->lagging,3,187.77153424655805,SW,3.559442542511093,9.151064304462581,na,29.901955344705733,0,0,-0.021128297734738455,-0.01727199462455631,-0.012561567930966522
us_gics,gics_l1_10,能源,1995-09-01,77.19173224146829,85.89179210261292,lagging,lagging,lagging->lagging,4,20.26660604161045,NE,3.79598796585561,12.947052270318192,stable,26.81899715166047,0,0,0.0064721871080613,0.0522296471701178,0.05414297559040038
us_gics,gics_l1_10,能源,1995-10-01,79.40564617558454,91.4646327189346,lagging,lagging,lagging->lagging,5,21.666364923507988,NE,5.996496263869309,13.351926772236013,accel,22.293046092176315,0,0,-0.002206390712178097,0.009004333163553868,0.06214100008836021
us_gics,gics_l1_10,能源,1995-11-01,81.23042861859255,98.29756789915089,lagging,lagging,lagging->lagging,6,14.952289130533044,NE,7.072399461381393,16.864883691106314,accel,18.846619986081084,0,0,0.04577352804202528,0.005386830179259894,0.04138390535458436
us_gics,gics_l1_10,能源,1995-12-01,84.5082571435301,107.97467912158933,improving,lagging,lagging->improving,1,18.71225469682014,NE,10.217173848493442,23.286069573744143,accel,17.423822881999776,1,0,-0.03420509843396091,-0.0005371261015434392,-0.0008513483339522843
us_gics,gics_l1_10,能源,1996-01-01,85.51366336976116,114.0768928196683,improving,improving,improving->improving,2,9.356048294307275,NE,6.184484917660225,23.47405822753506,stable,20.19932821707268,2,0,-0.005263939248070448,0.04795206714846634,0.041527148832110505
us_gics,gics_l1_10,能源,1996-02-01,86.33969777022203,114.6866969828896,improving,improving,improving->improving,3,53.564108540000255,NE,1.0267394743686327,17.4283982405223,decel,20.05749050295414,3,0,0.03947185852534707,0.03362709916699558,0.042038533650580634
us_gics,gics_l1_10,能源,1996-03-01,88.58303541428283,113.51837536714041,improving,improving,improving->improving,4,117.51032690465678,SE,2.5293357197270336,9.74056011175589,stable,17.69444977721626,3,0,0.012639074839517761,-0.00028001842002600696,-0.016905520239927085
us_gics,gics_l1_10,能源,1996-04-01,90.84575590875862,113.28823419842479,improving,improving,improving->improving,5,95.80757902188861,SE,2.2743942036635905,5.830469397759257,stable,16.136212473632522,3,0,-0.019381938034360724,-0.005000111117005046,0.005200551150638999
us_gics,gics_l1_10,能源,1996-05-01,91.66062876171512,113.27589735070703,improving,improving,improving->improving,6,90.86736882514253,SE,0.8149662350656456,5.618696158456269,decel,15.67783668483771,3,0,0.006502320968399422,0.008598014609206395,-0.005869753227779606
