index,date,a,b,diff_pct
247,1966-05-01,630518000000.000000,630518000000.000000,0.000000
248,1966-06-01,630518000000.000000,630518000000.000000,0.000000
249,1966-07-01,631432000000.000000,631432000000.000000,0.000000
250,1966-08-01,631432000000.000000,631432000000.000000,0.000000
251,1966-09-01,631432000000.000000,631432000000.000000,0.000000
252,1966-10-01,648979000000.000000,648979000000.000000,0.000000
253,1966-11-01,648979000000.000000,648979000000.000000,0.000000
254,1966-12-01,648979000000.000000,648979000000.000000,0.000000
255,1967-01-01,651709000000.000000,651709000000.000000,0.000000
256,1967-02-01,651709000000.000000,651709000000.000000,0.000000
257,1967-03-01,651709000000.000000,651709000000.000000,0.000000
258,1967-04-01,659242000000.000000,659242000000.000000,0.000000
259,1967-05-01,659242000000.000000,659242000000.000000,0.000000
260,1967-06-01,659242000000.000000,659242000000.000000,0.000000
261,1967-07-01,668871000000.000000,668871000000.000000,0.000000
262,1967-08-01,668871000000.000000,668871000000.000000,0.000000
263,1967-09-01,668871000000.000000,668871000000.000000,0.000000
264,1967-10-01,685689000000.000000,685689000000.000000,0.000000
265,1967-11-01,685689000000.000000,685689000000.000000,0.000000
266,1967-12-01,685689000000.000000,685689000000.000000,0.000000
267,1968-01-01,706181000000.000000,706181000000.000000,0.000000
268,1968-02-01,706181000000.000000,706181000000.000000,0.000000
269,1968-03-01,706181000000.000000,706181000000.000000,0.000000
270,1968-04-01,721691000000.000000,721691000000.000000,0.000000
271,1968-05-01,721691000000.000000,721691000000.000000,0.000000
272,1968-06-01,721691000000.000000,721691000000.000000,0.000000
273,1968-07-01,732574000000.000000,732574000000.000000,0.000000
274,1968-08-01,732574000000.000000,732574000000.000000,0.000000
275,1968-09-01,732574000000.000000,732574000000.000000,0.000000
276,1968-10-01,768164000000.000000,768164000000.000000,0.000000
277,1968-11-01,768164000000.000000,768164000000.000000,0.000000
278,1968-12-01,768164000000.000000,768164000000.000000,0.000000
279,1969-01-01,789668000000.000000,789668000000.000000,0.000000
280,1969-02-01,789668000000.000000,789668000000.000000,0.000000
281,1969-03-01,789668000000.000000,789668000000.000000,0.000000
282,1969-04-01,804195000000.000000,804195000000.000000,0.000000
283,1969-05-01,804195000000.000000,804195000000.000000,0.000000
284,1969-06-01,804195000000.000000,804195000000.000000,0.000000
285,1969-07-01,812973000000.000000,812973000000.000000,0.000000
286,1969-08-01,812973000000.000000,812973000000.000000,0.000000
287,1969-09-01,812973000000.000000,812973000000.000000,0.000000
288,1969-10-01,832441000000.000000,832441000000.000000,0.000000
289,1969-11-01,832441000000.000000,832441000000.000000,0.000000
290,1969-12-01,832441000000.000000,832441000000.000000,0.000000
291,1970-01-01,834315000000.000000,834315000000.000000,0.000000
292,1970-02-01,834315000000.000000,834315000000.000000,0.000000
293,1970-03-01,834315000000.000000,834315000000.000000,0.000000
294,1970-04-01,861308000000.000000,861308000000.000000,0.000000
295,1970-05-01,861308000000.000000,861308000000.000000,0.000000
296,1970-06-01,861308000000.000000,861308000000.000000,0.000000
297,1970-07-01,859007000000.000000,859007000000.000000,0.000000
298,1970-08-01,859007000000.000000,859007000000.000000,0.000000
299,1970-09-01,859007000000.000000,859007000000.000000,0.000000
300,1970-10-01,874469000000.000000,874469000000.000000,0.000000
301,1970-11-01,874469000000.000000,874469000000.000000,0.000000
302,1970-12-01,874469000000.000000,874469000000.000000,0.000000
303,1971-01-01,896384000000.000000,896384000000.000000,0.000000
304,1971-02-01,896384000000.000000,896384000000.000000,0.000000
305,1971-03-01,896384000000.000000,896384000000.000000,0.000000
306,1971-04-01,917847000000.000000,917847000000.000000,0.000000
307,1971-05-01,917847000000.000000,917847000000.000000,0.000000
308,1971-06-01,917847000000.000000,917847000000.000000,0.000000
309,1971-07-01,938482000000.000000,938482000000.000000,0.000000
310,1971-08-01,938482000000.000000,938482000000.000000,0.000000
311,1971-09-01,938482000000.000000,938482000000.000000,0.000000
312,1971-10-01,957235000000.000000,957235000000.000000,0.000000
313,1971-11-01,957235000000.000000,957235000000.000000,0.000000
314,1971-12-01,957235000000.000000,957235000000.000000,0.000000
315,1972-01-01,994999000000.000000,994999000000.000000,0.000000
316,1972-02-01,994999000000.000000,994999000000.000000,0.000000
317,1972-03-01,994999000000.000000,994999000000.000000,0.000000
318,1972-04-01,1011650000000.000000,1011650000000.000000,0.000000
319,1972-05-01,1011650000000.000000,1011650000000.000000,0.000000
320,1972-06-01,1011650000000.000000,1011650000000.000000,0.000000
321,1972-07-01,1046653000000.000000,1046653000000.000000,0.000000
322,1972-08-01,1046653000000.000000,1046653000000.000000,0.000000
323,1972-09-01,1046653000000.000000,1046653000000.000000,0.000000
324,1972-10-01,1098624000000.000000,1098624000000.000000,0.000000
325,1972-11-01,1098624000000.000000,1098624000000.000000,0.000000
326,1972-12-01,1098624000000.000000,1098624000000.000000,0.000000
327,1973-01-01,1125134000000.000000,1125134000000.000000,0.000000
328,1973-02-01,1125134000000.000000,1125134000000.000000,0.000000
329,1973-03-01,1125134000000.000000,1125134000000.000000,0.000000
330,1973-04-01,1164853000000.000000,1164853000000.000000,0.000000
331,1973-05-01,1164853000000.000000,1164853000000.000000,0.000000
332,1973-06-01,1164853000000.000000,1164853000000.000000,0.000000
333,1973-07-01,1216897000000.000000,1216897000000.000000,0.000000
334,1973-08-01,1216897000000.000000,1216897000000.000000,0.000000
335,1973-09-01,1216897000000.000000,1216897000000.000000,0.000000
336,1973-10-01,1251410000000.000000,1251410000000.000000,0.000000
337,1973-11-01,1251410000000.000000,1251410000000.000000,0.000000
338,1973-12-01,1251410000000.000000,1251410000000.000000,0.000000
339,1974-01-01,1234864000000.000000,1234864000000.000000,0.000000
340,1974-02-01,1234864000000.000000,1234864000000.000000,0.000000
341,1974-03-01,1234864000000.000000,1234864000000.000000,0.000000
342,1974-04-01,1224908000000.000000,1224908000000.000000,0.000000
343,1974-05-01,1224908000000.000000,1224908000000.000000,0.000000
344,1974-06-01,1224908000000.000000,1224908000000.000000,0.000000
345,1974-07-01,1228579000000.000000,1228579000000.000000,0.000000
346,1974-08-01,1228579000000.000000,1228579000000.000000,0.000000
347,1974-09-01,1228579000000.000000,1228579000000.000000,0.000000
348,1974-10-01,1261141000000.000000,1261141000000.000000,0.000000
349,1974-11-01,1261141000000.000000,1261141000000.000000,0.000000
350,1974-12-01,1261141000000.000000,1261141000000.000000,0.000000
351,1975-01-01,1320641000000.000000,1320641000000.000000,0.000000
352,1975-02-01,1320641000000.000000,1320641000000.000000,0.000000
353,1975-03-01,1320641000000.000000,1320641000000.000000,0.000000
354,1975-04-01,1376129000000.000000,1376129000000.000000,0.000000
355,1975-05-01,1376129000000.000000,1376129000000.000000,0.000000
356,1975-06-01,1376129000000.000000,1376129000000.000000,0.000000
357,1975-07-01,1374568000000.000000,1374568000000.000000,0.000000
358,1975-08-01,1374568000000.000000,1374568000000.000000,0.000000
359,1975-09-01,1374568000000.000000,1374568000000.000000,0.000000
360,1975-10-01,1413658000000.000000,1413658000000.000000,0.000000
361,1975-11-01,1413658000000.000000,1413658000000.000000,0.000000
362,1975-12-01,1413658000000.000000,1413658000000.000000,0.000000
363,1976-01-01,1444386000000.000000,1444386000000.000000,0.000000
364,1976-02-01,1444386000000.000000,1444386000000.000000,0.000000
365,1976-03-01,1444386000000.000000,1444386000000.000000,0.000000
366,1976-04-01,1510149000000.000000,1510149000000.000000,0.000000
367,1976-05-01,1510149000000.000000,1510149000000.000000,0.000000
368,1976-06-01,1510149000000.000000,1510149000000.000000,0.000000
369,1976-07-01,1541764000000.000000,1541764000000.000000,0.000000
370,1976-08-01,1541764000000.000000,1541764000000.000000,0.000000
371,1976-09-01,1541764000000.000000,1541764000000.000000,0.000000
372,1976-10-01,1589977000000.000000,1589977000000.000000,0.000000
373,1976-11-01,1589977000000.000000,1589977000000.000000,0.000000
374,1976-12-01,1589977000000.000000,1589977000000.000000,0.000000
375,1977-01-01,1650002000000.000000,1650002000000.000000,0.000000
376,1977-02-01,1650002000000.000000,1650002000000.000000,0.000000
377,1977-03-01,1650002000000.000000,1650002000000.000000,0.000000
378,1977-04-01,1740633000000.000000,1740633000000.000000,0.000000
379,1977-05-01,1740633000000.000000,1740633000000.000000,0.000000
380,1977-06-01,1740633000000.000000,1740633000000.000000,0.000000
381,1977-07-01,1809353000000.000000,1809353000000.000000,0.000000
382,1977-08-01,1809353000000.000000,1809353000000.000000,0.000000
383,1977-09-01,1809353000000.000000,1809353000000.000000,0.000000
384,1977-10-01,1886806000000.000000,1886806000000.000000,0.000000
385,1977-11-01,1886806000000.000000,1886806000000.000000,0.000000
386,1977-12-01,1886806000000.000000,1886806000000.000000,0.000000
387,1978-01-01,1953165000000.000000,1953165000000.000000,0.000000
388,1978-02-01,1953165000000.000000,1953165000000.000000,0.000000
389,1978-03-01,1953165000000.000000,1953165000000.000000,0.000000
390,1978-04-01,2047892000000.000000,2047892000000.000000,0.000000
391,1978-05-01,2047892000000.000000,2047892000000.000000,0.000000
392,1978-06-01,2047892000000.000000,2047892000000.000000,0.000000
393,1978-07-01,2129042000000.000000,2129042000000.000000,0.000000
394,1978-08-01,2129042000000.000000,2129042000000.000000,0.000000
395,1978-09-01,2129042000000.000000,2129042000000.000000,0.000000
396,1978-10-01,2210877000000.000000,2210877000000.000000,0.000000
397,1978-11-01,2210877000000.000000,2210877000000.000000,0.000000
398,1978-12-01,2210877000000.000000,2210877000000.000000,0.000000
399,1979-01-01,2324853000000.000000,2324853000000.000000,0.000000
400,1979-02-01,2324853000000.000000,2324853000000.000000,0.000000
401,1979-03-01,2324853000000.000000,2324853000000.000000,0.000000
402,1979-04-01,2438382000000.000000,2438382000000.000000,0.000000
403,1979-05-01,2438382000000.000000,2438382000000.000000,0.000000
404,1979-06-01,2438382000000.000000,2438382000000.000000,0.000000
405,1979-07-01,2527395000000.000000,2527395000000.000000,0.000000
406,1979-08-01,2527395000000.000000,2527395000000.000000,0.000000
407,1979-09-01,2527395000000.000000,2527395000000.000000,0.000000
408,1979-10-01,2603271000000.000000,2603271000000.000000,0.000000
409,1979-11-01,2603271000000.000000,2603271000000.000000,0.000000
410,1979-12-01,2603271000000.000000,2603271000000.000000,0.000000
411,1980-01-01,2709296000000.000000,2709296000000.000000,0.000000
412,1980-02-01,2709296000000.000000,2709296000000.000000,0.000000
413,1980-03-01,2709296000000.000000,2709296000000.000000,0.000000
414,1980-04-01,2784958000000.000000,2784958000000.000000,0.000000
415,1980-05-01,2784958000000.000000,2784958000000.000000,0.000000
416,1980-06-01,2784958000000.000000,2784958000000.000000,0.000000
417,1980-07-01,2898047000000.000000,2898047000000.000000,0.000000
418,1980-08-01,2898047000000.000000,2898047000000.000000,0.000000
419,1980-09-01,2898047000000.000000,2898047000000.000000,0.000000
420,1980-10-01,2943161000000.000000,2943161000000.000000,0.000000
421,1980-11-01,2943161000000.000000,2943161000000.000000,0.000000
422,1980-12-01,2943161000000.000000,2943161000000.000000,0.000000
423,1981-01-01,2976773000000.000000,2976773000000.000000,0.000000
424,1981-02-01,2976773000000.000000,2976773000000.000000,0.000000
425,1981-03-01,2976773000000.000000,2976773000000.000000,0.000000
426,1981-04-01,3145246000000.000000,3145246000000.000000,0.000000
427,1981-05-01,3145246000000.000000,3145246000000.000000,0.000000
428,1981-06-01,3145246000000.000000,3145246000000.000000,0.000000
429,1981-07-01,3243369000000.000000,3243369000000.000000,0.000000
430,1981-08-01,3243369000000.000000,3243369000000.000000,0.000000
431,1981-09-01,3243369000000.000000,3243369000000.000000,0.000000
432,1981-10-01,3292960000000.000000,3292960000000.000000,0.000000
433,1981-11-01,3292960000000.000000,3292960000000.000000,0.000000
434,1981-12-01,3292960000000.000000,3292960000000.000000,0.000000
435,1982-01-01,3379724000000.000000,3379724000000.000000,0.000000
436,1982-02-01,3379724000000.000000,3379724000000.000000,0.000000
437,1982-03-01,3379724000000.000000,3379724000000.000000,0.000000
438,1982-04-01,3402543000000.000000,3402543000000.000000,0.000000
439,1982-05-01,3402543000000.000000,3402543000000.000000,0.000000
440,1982-06-01,3402543000000.000000,3402543000000.000000,0.000000
441,1982-07-01,3409839000000.000000,3409839000000.000000,0.000000
442,1982-08-01,3409839000000.000000,3409839000000.000000,0.000000
443,1982-09-01,3409839000000.000000,3409839000000.000000,0.000000
444,1982-10-01,3447373000000.000000,3447373000000.000000,0.000000
445,1982-11-01,3447373000000.000000,3447373000000.000000,0.000000
446,1982-12-01,3447373000000.000000,3447373000000.000000,0.000000
447,1983-01-01,3500620000000.000000,3500620000000.000000,0.000000
448,1983-02-01,3500620000000.000000,3500620000000.000000,0.000000
449,1983-03-01,3500620000000.000000,3500620000000.000000,0.000000
450,1983-04-01,3548174000000.000000,3548174000000.000000,0.000000
451,1983-05-01,3548174000000.000000,3548174000000.000000,0.000000
452,1983-06-01,3548174000000.000000,3548174000000.000000,0.000000
453,1983-07-01,3594626000000.000000,3594626000000.000000,0.000000
454,1983-08-01,3594626000000.000000,3594626000000.000000,0.000000
455,1983-09-01,3594626000000.000000,3594626000000.000000,0.000000
456,1983-10-01,3639466000000.000000,3639466000000.000000,0.000000
457,1983-11-01,3639466000000.000000,3639466000000.000000,0.000000
458,1983-12-01,3639466000000.000000,3639466000000.000000,0.000000
459,1984-01-01,3815839000000.000000,3815839000000.000000,0.000000
460,1984-02-01,3815839000000.000000,3815839000000.000000,0.000000
461,1984-03-01,3815839000000.000000,3815839000000.000000,0.000000
462,1984-04-01,3953991000000.000000,3953991000000.000000,0.000000
463,1984-05-01,3953991000000.000000,3953991000000.000000,0.000000
464,1984-06-01,3953991000000.000000,3953991000000.000000,0.000000
465,1984-07-01,4087621000000.000000,4087621000000.000000,0.000000
466,1984-08-01,4087621000000.000000,4087621000000.000000,0.000000
467,1984-09-01,4087621000000.000000,4087621000000.000000,0.000000
468,1984-10-01,4209390000000.000000,4209390000000.000000,0.000000
469,1984-11-01,4209390000000.000000,4209390000000.000000,0.000000
470,1984-12-01,4209390000000.000000,4209390000000.000000,0.000000
471,1985-01-01,4345136000000.000000,4345136000000.000000,0.000000
472,1985-02-01,4345136000000.000000,4345136000000.000000,0.000000
473,1985-03-01,4345136000000.000000,4345136000000.000000,0.000000
474,1985-04-01,4508123000000.000000,4508123000000.000000,0.000000
475,1985-05-01,4508123000000.000000,4508123000000.000000,0.000000
476,1985-06-01,4508123000000.000000,4508123000000.000000,0.000000
477,1985-07-01,4684390000000.000000,4684390000000.000000,0.000000
478,1985-08-01,4684390000000.000000,4684390000000.000000,0.000000
479,1985-09-01,4684390000000.000000,4684390000000.000000,0.000000
480,1985-10-01,4851839000000.000000,4851839000000.000000,0.000000
481,1985-11-01,4851839000000.000000,4851839000000.000000,0.000000
482,1985-12-01,4851839000000.000000,4851839000000.000000,0.000000
483,1986-01-01,4956078000000.000000,4956078000000.000000,0.000000
484,1986-02-01,4956078000000.000000,4956078000000.000000,0.000000
485,1986-03-01,4956078000000.000000,4956078000000.000000,0.000000
486,1986-04-01,5099152000000.000000,5099152000000.000000,0.000000
487,1986-05-01,5099152000000.000000,5099152000000.000000,0.000000
488,1986-06-01,5099152000000.000000,5099152000000.000000,0.000000
489,1986-07-01,5241843000000.000000,5241843000000.000000,0.000000
490,1986-08-01,5241843000000.000000,5241843000000.000000,0.000000
491,1986-09-01,5241843000000.000000,5241843000000.000000,0.000000
492,1986-10-01,5370919000000.000000,5370919000000.000000,0.000000
493,1986-11-01,5370919000000.000000,5370919000000.000000,0.000000
494,1986-12-01,5370919000000.000000,5370919000000.000000,0.000000
495,1987-01-01,5507465000000.000000,5507465000000.000000,0.000000
496,1987-02-01,5507465000000.000000,5507465000000.000000,0.000000
497,1987-03-01,5507465000000.000000,5507465000000.000000,0.000000
498,1987-04-01,5652809000000.000000,5652809000000.000000,0.000000
499,1987-05-01,5652809000000.000000,5652809000000.000000,0.000000
500,1987-06-01,5652809000000.000000,5652809000000.000000,0.000000
501,1987-07-01,5791918000000.000000,5791918000000.000000,0.000000
502,1987-08-01,5791918000000.000000,5791918000000.000000,0.000000
503,1987-09-01,5791918000000.000000,5791918000000.000000,0.000000
504,1987-10-01,5886157000000.000000,5886157000000.000000,0.000000
505,1987-11-01,5886157000000.000000,5886157000000.000000,0.000000
506,1987-12-01,5886157000000.000000,5886157000000.000000,0.000000
507,1988-01-01,6027537000000.000000,6027537000000.000000,0.000000
508,1988-02-01,6027537000000.000000,6027537000000.000000,0.000000
509,1988-03-01,6027537000000.000000,6027537000000.000000,0.000000
510,1988-04-01,6213264000000.000000,6213264000000.000000,0.000000
511,1988-05-01,6213264000000.000000,6213264000000.000000,0.000000
512,1988-06-01,6213264000000.000000,6213264000000.000000,0.000000
513,1988-07-01,6339667000000.000000,6339667000000.000000,0.000000
514,1988-08-01,6339667000000.000000,6339667000000.000000,0.000000
515,1988-09-01,6339667000000.000000,6339667000000.000000,0.000000
516,1988-10-01,6448126000000.000000,6448126000000.000000,0.000000
517,1988-11-01,6448126000000.000000,6448126000000.000000,0.000000
518,1988-12-01,6448126000000.000000,6448126000000.000000,0.000000
519,1989-01-01,6562274000000.000000,6562274000000.000000,0.000000
520,1989-02-01,6562274000000.000000,6562274000000.000000,0.000000
521,1989-03-01,6562274000000.000000,6562274000000.000000,0.000000
522,1989-04-01,6695064000000.000000,6695064000000.000000,0.000000
523,1989-05-01,6695064000000.000000,6695064000000.000000,0.000000
524,1989-06-01,6695064000000.000000,6695064000000.000000,0.000000
525,1989-07-01,6893169000000.000000,6893169000000.000000,0.000000
526,1989-08-01,6893169000000.000000,6893169000000.000000,0.000000
